x,y,ndvi,bld_density,dist_water_m,impervious,elevation_m,lst_c
8318.2,9796.0,0.791,0.2483,6854.4,0.402,56.54,21.393
4888.8,4766.3,0.8234,0.6676,6660.3,0.4922,29.94,26.454
133.7,6791.6,0.57,0.2021,3952.1,0.3592,31.32,21.177
6083.0,10439.8,0.8024,0.371,4583.4,0.4976,53.61,21.917
11760.4,4694.6,0.7459,0.0868,11788.9,0.2547,46.13,21.875
5733.3,7301.7,0.779,0.7417,5305.7,0.6404,38.01,27.076
3554.8,8868.6,0.5773,0.526,2623.7,0.5751,37.79,24.818
6865.4,1775.5,0.329,0.1944,10242.3,0.3254,26.39,24.318
10105.2,2377.5,0.6504,0.0492,11833.2,0.2887,25.12,20.754
7064.6,6661.6,0.7644,0.6896,6760.0,0.7272,41.41,27.503
10120.7,5675.2,0.7601,0.259,9879.0,0.5129,50.93,22.495
4914.6,9975.5,0.6495,0.4798,3454.7,0.5474,53.19,23.531
1237.6,8136.2,0.5784,0.3023,2378.3,0.3758,34.21,20.605
6686.2,608.0,0.1953,0.0776,11169.1,0.3415,31.14,27.779
4707.3,11244.1,0.6109,0.3424,3292.5,0.4699,56.87,22.656
9049.2,71.4,0.2767,0.0,12874.2,0.2066,27.36,25.294
11771.2,5614.9,0.6701,0.1008,11373.8,0.4193,53.76,22.211
11828.5,9135.2,0.2998,0.0542,10418.3,0.4139,55.63,25.205
10903.7,3694.4,0.795,0.1001,11608.0,0.2953,35.06,20.753
3731.5,3396.6,0.7138,0.4203,7445.7,0.4855,29.56,23.849
9928.9,5740.0,0.759,0.2847,9680.1,0.4757,52.12,23.197
9668.2,10427.8,0.6206,0.0965,8168.5,0.3031,52.52,20.749
6200.0,3074.5,0.523,0.4425,8788.0,0.4309,30.16,23.798
9094.0,8324.3,0.6643,0.309,7899.5,0.4379,51.79,22.753
5258.9,5587.3,0.8386,0.7487,6185.8,0.6278,30.89,29.584
1772.8,1060.3,0.3717,0.1033,9443.6,0.3352,41.5,22.703
1356.0,4990.4,0.7338,0.2698,5511.5,0.3473,27.66,21.622
4077.4,5349.5,0.8938,0.6412,5759.4,0.6353,30.0,27.423
5280.0,11275.6,0.6993,0.3198,3858.8,0.4788,52.46,22.003
459.1,9754.1,0.4554,0.1618,1280.6,0.3085,34.73,19.971
4870.3,8760.2,0.6769,0.6099,3792.9,0.5193,39.76,24.822
7190.6,8877.6,0.7952,0.4765,5917.3,0.5137,52.6,23.292
8616.8,170.3,0.2572,0.0,12544.0,0.1571,23.81,24.833
3691.5,5746.4,0.8976,0.6161,5234.4,0.5114,30.97,25.428
6527.3,8113.1,0.7689,0.6308,5565.1,0.6396,40.33,25.962
6715.0,7571.7,0.7675,0.6685,5980.9,0.7258,43.19,27.646
7352.9,8265.3,0.77,0.5322,6265.0,0.5521,45.89,24.141
7383.6,7375.2,0.7556,0.6135,6661.9,0.6153,50.78,26.483
5952.4,10050.4,0.7786,0.4293,4475.0,0.538,55.59,23.069
10049.1,2403.3,0.6508,0.0532,11774.7,0.2325,27.52,20.849
1348.6,4493.0,0.7106,0.2406,6008.9,0.3985,35.78,21.499
6605.4,5274.6,0.7561,0.7046,7305.5,0.6736,34.05,27.859
6477.2,9099.6,0.7888,0.5148,5170.4,0.5252,49.37,24.493
632.7,11566.8,0.3478,0.1039,1374.9,0.3416,44.36,21.755
1584.7,8189.8,0.5853,0.3404,2311.7,0.4587,26.55,21.197
2292.7,1237.8,0.398,0.1366,9296.0,0.3986,34.81,22.112
711.3,7763.4,0.5806,0.2545,2848.0,0.3755,33.1,20.849
11340.7,11116.6,0.3421,0.0198,9860.0,0.2768,51.39,23.141
7711.4,1216.5,0.3007,0.0648,11169.8,0.2759,20.67,24.15
4327.0,6892.6,0.8177,0.7022,4583.1,0.5468,27.27,25.958
8354.6,5650.4,0.7562,0.5125,8396.6,0.5113,37.0,25.416
4944.9,5117.2,0.8427,0.7021,6390.8,0.6155,24.2,27.929
8591.2,8492.3,0.713,0.3556,7369.9,0.5505,55.48,23.638
5068.1,8353.7,0.7112,0.6533,4163.9,0.5927,36.99,25.487
10520.8,8491.4,0.491,0.1526,9241.7,0.48,52.54,22.555
10002.9,3970.8,0.797,0.1857,10720.5,0.4483,33.77,22.386
5312.1,10267.5,0.7032,0.4361,3819.2,0.5301,48.85,22.977
6164.9,4576.1,0.7244,0.6627,7540.2,0.5582,30.39,27.666
2298.2,9433.9,0.4764,0.3624,1331.8,0.5032,33.75,20.593
3701.9,5274.7,0.9,0.5911,5670.3,0.5701,28.64,25.535
6735.6,9073.9,0.7978,0.4959,5426.3,0.5418,51.23,23.424
9991.8,9445.8,0.5509,0.1399,8557.0,0.372,56.16,21.821
11977.9,5539.5,0.6581,0.087,11592.8,0.3699,56.43,21.82
5970.8,10091.2,0.7817,0.4229,4489.5,0.4204,51.23,22.496
801.0,9548.2,0.4665,0.2007,1180.8,0.4289,34.97,20.359
11681.6,8622.8,0.3426,0.073,10353.2,0.3588,53.58,24.762
7958.9,10489.2,0.8495,0.2056,6458.9,0.3976,55.79,21.999
1147.4,4193.9,0.6646,0.2037,6316.0,0.402,29.98,22.261
4138.4,9448.2,0.5764,0.5191,2840.3,0.5621,41.96,22.706
3017.8,10286.1,0.4421,0.376,1532.8,0.5079,42.62,21.655
4584.4,11037.6,0.5946,0.3667,3130.9,0.4866,52.89,22.147
9422.1,3854.1,0.7614,0.2326,10340.6,0.3892,31.33,22.339
6748.3,257.5,0.1701,0.0479,11508.8,0.3282,28.52,27.343
3873.6,8770.5,0.6055,0.5596,2936.9,0.5591,38.65,23.857
2909.9,3224.2,0.6963,0.3203,7411.1,0.4827,33.67,22.032
6439.1,10164.2,0.8273,0.3783,4950.5,0.4977,53.39,22.58
6199.4,3717.6,0.62,0.5444,8251.4,0.5261,25.36,25.77
124.1,8576.9,0.5122,0.1764,2364.6,0.382,32.82,20.272
6298.7,8255.7,0.7655,0.6316,5297.6,0.5841,41.87,26.424
4096.7,1849.1,0.4332,0.2755,9032.2,0.4175,29.99,22.754
386.2,3921.1,0.5421,0.1284,6672.5,0.3563,32.91,21.413
1628.0,1607.6,0.4287,0.1172,8893.3,0.34,38.13,21.413
6126.0,608.9,0.1918,0.1103,10919.4,0.2394,23.33,25.995
3957.1,10999.9,0.5071,0.3659,2507.4,0.5192,48.37,21.988
11418.3,8867.4,0.3591,0.0794,10051.7,0.3859,58.75,22.714
2823.9,4851.7,0.8696,0.4444,5801.4,0.513,26.74,23.412
10524.7,2456.5,0.6784,0.0414,12089.0,0.2668,24.57,21.0
6983.0,3166.0,0.534,0.4006,9157.0,0.4399,28.14,23.929
9456.5,2847.4,0.667,0.1248,11039.4,0.3116,23.96,21.543
7257.8,11151.9,0.8825,0.1929,5794.6,0.2935,56.59,20.555
10212.5,8065.3,0.55,0.201,9046.3,0.4726,58.39,21.736
9401.7,5057.9,0.7879,0.3308,9594.5,0.4918,40.4,22.699
11668.7,9286.6,0.3123,0.0566,10240.8,0.3541,57.69,23.092
10779.1,9987.1,0.4256,0.0689,9293.3,0.4115,55.35,21.245
169.2,6446.0,0.5787,0.2013,4266.8,0.336,31.1,21.422
7789.5,8963.6,0.7849,0.3998,6474.5,0.5404,51.34,23.485
9986.7,6437.3,0.6989,0.2802,9409.0,0.4938,49.89,22.348
9534.8,2728.9,0.6584,0.1076,11178.0,0.3238,28.18,21.369
7576.9,7563.4,0.7516,0.5743,6749.3,0.6531,44.84,26.236
9379.2,5982.8,0.7498,0.3646,9082.2,0.5421,48.88,23.747
10852.2,2900.9,0.7353,0.0577,12050.3,0.2669,28.78,21.015
233.8,10759.2,0.3987,0.1071,1292.5,0.3236,35.99,20.819
11806.2,2649.8,0.6821,0.0231,12955.5,0.2679,29.61,21.001
863.3,1492.4,0.3794,0.0757,9030.1,0.3496,41.05,22.709
11928.4,9868.4,0.2693,0.0348,10447.5,0.3757,51.25,25.062
2011.1,398.7,0.3089,0.0876,10114.2,0.2862,38.61,23.802
6430.6,2013.6,0.356,0.2605,9814.8,0.3855,30.71,24.726
11967.4,897.5,0.4596,0.0,14204.7,0.2215,27.97,20.653
6760.2,5528.4,0.7613,0.7082,7237.8,0.6199,36.8,27.913
2644.3,3634.2,0.7474,0.3254,6960.5,0.4333,31.45,22.648
4947.0,330.9,0.2008,0.1301,10737.5,0.2135,31.5,26.061
6746.1,9737.4,0.8282,0.4075,5301.2,0.48,56.21,23.558
3539.2,3611.3,0.7524,0.4233,7184.2,0.4695,33.27,23.826
388.0,5326.9,0.6041,0.1888,5291.3,0.3131,26.88,21.42
5500.9,11808.0,0.7195,0.2495,4209.3,0.4707,53.8,22.555
10379.2,6870.1,0.6333,0.2256,9592.5,0.5063,56.4,23.317
10335.2,8376.4,0.5197,0.174,9086.8,0.4507,59.73,22.093
2950.0,1591.1,0.44,0.1945,9026.1,0.3215,37.87,22.048
6039.1,1146.1,0.2456,0.1702,10397.1,0.3231,24.65,25.775
6085.1,8765.1,0.7609,0.5847,4902.4,0.5623,42.97,25.221
5324.0,4576.4,0.7761,0.6678,7050.7,0.6115,26.37,27.354
39.9,6403.7,0.5637,0.1886,4348.8,0.3356,30.12,20.997
6000.4,6327.2,0.8001,0.7708,6137.2,0.6392,37.29,29.528
5468.4,8295.8,0.7342,0.6599,4539.5,0.6232,39.44,26.162
4879.4,1118.4,0.2838,0.2062,9971.7,0.3355,29.16,25.927
6881.7,9719.5,0.8325,0.3975,5438.0,0.4864,53.42,22.799
9335.6,7586.4,0.6582,0.3295,8359.8,0.533,53.53,22.927
9004.2,7429.9,0.6871,0.384,8108.0,0.5064,51.47,24.038
4775.9,6407.1,0.8456,0.7436,5242.5,0.6239,32.06,27.524
6656.1,4859.1,0.7295,0.6651,7642.3,0.6045,26.61,26.853
6128.8,761.8,0.2053,0.1245,10782.3,0.2844,26.39,26.136
8746.5,8368.7,0.6973,0.3479,7553.4,0.5347,53.54,23.077
465.3,349.7,0.2756,0.0393,10202.9,0.2618,38.88,25.33
10972.1,7881.4,0.4786,0.1397,9827.4,0.4697,56.26,21.748
639.7,11201.8,0.3684,0.1183,1110.2,0.3555,36.37,21.464
7574.9,2895.0,0.5189,0.3002,9733.5,0.3941,25.62,23.814
9870.3,9559.0,0.5713,0.1411,8423.0,0.3934,57.95,21.033
5345.2,11586.5,0.7035,0.2817,3995.8,0.4703,53.65,20.75
3616.4,315.7,0.2622,0.129,10401.9,0.3305,35.33,25.667
5642.2,8448.5,0.7386,0.6405,4622.4,0.5983,36.48,26.463
4021.3,1974.8,0.4578,0.2858,8890.3,0.4268,33.68,22.709
5494.0,140.9,0.1678,0.0998,11102.4,0.3059,24.04,27.187
10954.2,8210.9,0.4544,0.1301,9727.4,0.4295,54.92,21.04
7988.1,3806.5,0.657,0.3928,9321.9,0.495,33.13,23.668
4745.7,8199.4,0.7049,0.6581,3978.3,0.623,34.43,24.989
3814.4,6112.4,0.8816,0.6446,4960.6,0.5833,27.07,26.257
5159.5,3658.5,0.67,0.547,7758.7,0.5003,23.51,25.085
23.8,6224.0,0.5622,0.1837,4523.7,0.4346,33.5,21.962
11485.2,5672.1,0.689,0.1218,11091.1,0.4203,54.36,22.283
7393.3,7251.9,0.7552,0.6212,6729.1,0.6338,44.57,26.663
3269.7,5669.3,0.8953,0.5566,5144.6,0.5767,27.18,24.771
6731.3,1211.2,0.2557,0.1337,10660.6,0.2842,24.26,25.134
5860.5,6338.3,0.8057,0.7739,6027.7,0.6756,36.92,28.966
3418.2,5775.5,0.895,0.5817,5099.0,0.477,29.51,24.925
3339.2,4970.0,0.8904,0.5223,5827.8,0.5459,31.14,25.433
6826.3,9947.4,0.8412,0.3728,5354.9,0.5486,53.65,22.983
3085.6,5353.5,0.8934,0.514,5385.2,0.5411,26.93,24.014
3741.7,7315.0,0.7666,0.6313,3894.9,0.5007,29.63,25.898
327.4,3375.2,0.4959,0.1036,7220.6,0.328,31.44,21.326
5254.7,11315.6,0.6949,0.3164,3842.2,0.4462,57.47,22.162
10104.4,896.1,0.4386,0.0,12894.6,0.2403,24.4,20.487
9327.2,7528.8,0.6612,0.3338,8372.1,0.5446,55.11,23.264
7022.6,3365.8,0.563,0.4295,9021.9,0.4697,32.09,23.515
9800.1,8885.4,0.5781,0.1921,8455.7,0.4169,52.27,22.005
35.2,8744.7,0.5022,0.1635,2286.2,0.3329,29.08,20.056
9420.5,8428.1,0.629,0.2631,8187.0,0.4895,53.7,22.646
11234.7,507.9,0.4184,0.0,13950.2,0.2216,25.93,21.519
6043.2,9746.4,0.7793,0.4623,4605.2,0.4711,52.46,23.991
6631.5,1590.6,0.2997,0.1871,10281.5,0.2899,26.33,25.781
139.4,4033.5,0.5151,0.1162,6608.1,0.3094,36.69,21.172
2867.7,5582.9,0.8825,0.4968,5103.8,0.5841,28.6,23.862
7662.3,6145.8,0.754,0.6233,7545.4,0.5518,38.03,26.426
7557.8,776.4,0.244,0.0365,11456.2,0.2189,22.23,25.486
7723.5,5409.2,0.7473,0.5928,8040.4,0.5672,37.15,25.86
7337.3,4751.5,0.715,0.5883,8192.7,0.5685,27.5,26.12
2872.9,9737.8,0.4682,0.4023,1570.3,0.4365,37.79,21.386
1640.5,2968.6,0.5974,0.1807,7532.7,0.4285,34.35,22.734
2832.2,4748.2,0.8645,0.4379,5904.0,0.4988,27.5,24.168
3371.9,1496.6,0.414,0.21,9195.9,0.3326,31.46,22.823
5386.8,1.1,0.1621,0.0932,11195.2,0.2891,29.66,27.98
8802.4,7256.5,0.704,0.4227,7990.4,0.6052,50.79,24.113
7738.1,4080.5,0.671,0.4603,8951.2,0.5144,25.69,25.514
1075.5,10102.9,0.4279,0.2012,581.3,0.3668,37.58,19.642
5381.1,2298.6,0.4298,0.3497,9073.3,0.3996,29.8,23.604
344.3,10336.5,0.4223,0.1301,1167.2,0.3347,37.84,19.298
9306.7,6676.6,0.7086,0.3708,8692.7,0.5202,49.37,23.84
5754.0,2748.6,0.4861,0.409,8842.0,0.3919,26.37,22.849
1515.1,1371.9,0.3981,0.1025,9128.1,0.2886,31.21,22.531
2145.9,3949.3,0.7535,0.2925,6582.5,0.4063,28.77,22.414
7089.4,7689.6,0.7635,0.6211,6256.2,0.6341,39.15,25.668
586.9,8470.7,0.5326,0.2227,2225.2,0.3724,35.23,20.875
1532.3,7800.4,0.6214,0.346,2699.8,0.4742,28.17,21.805
2420.0,6783.7,0.7783,0.4699,3828.4,0.5388,28.8,23.771
6381.6,11192.3,0.84,0.2581,4930.5,0.4229,59.91,21.725
2372.8,8901.4,0.5288,0.4006,1821.4,0.4565,32.64,21.213
4968.5,9797.3,0.6578,0.4992,3539.0,0.5405,44.61,23.61
5599.2,621.9,0.2019,0.1365,10694.9,0.279,23.62,27.647
4963.1,1224.9,0.2927,0.2169,9900.5,0.4105,27.57,25.12
7191.5,77.1,0.1713,0.0137,11875.6,0.2195,20.87,26.315
9332.5,10174.2,0.6718,0.1332,7839.3,0.3446,55.02,22.211
7346.6,8117.0,0.7662,0.5492,6313.6,0.7042,50.84,26.153
9310.1,9400.3,0.6538,0.1966,7887.1,0.4344,52.19,21.796
2459.9,5100.5,0.8556,0.4126,5484.1,0.468,28.04,22.792
8377.2,9281.6,0.7606,0.2983,6984.3,0.4532,59.16,22.471
651.2,2089.8,0.4197,0.0815,8452.9,0.3155,32.59,22.059
1696.2,3887.5,0.7052,0.2397,6615.4,0.4463,32.26,22.345
684.2,7365.6,0.6011,0.2574,3238.8,0.4218,26.77,22.136
1439.4,9188.7,0.4916,0.2815,1312.7,0.4459,35.31,19.472
4163.4,6217.4,0.8718,0.6871,5043.2,0.5686,27.15,26.688
8500.7,3341.5,0.644,0.2698,10012.7,0.4253,24.08,22.109
7265.9,3252.8,0.5541,0.3881,9261.1,0.461,21.87,23.812
6801.5,1696.3,0.3168,0.1886,10276.7,0.2445,28.04,24.454
3189.4,7966.9,0.6666,0.5425,3044.8,0.5234,29.45,23.721
8719.5,8641.2,0.7048,0.3258,7455.0,0.4759,53.71,22.884
634.0,2896.6,0.4919,0.1052,7652.6,0.2467,30.04,21.029
961.2,11415.3,0.3528,0.1322,1062.1,0.2882,40.95,21.817
4232.7,1311.4,0.3451,0.2234,9586.4,0.3492,31.69,23.931
11961.6,6382.7,0.5584,0.0906,11242.6,0.4328,60.06,22.129
3678.6,8660.5,0.605,0.5517,2851.3,0.6078,33.42,23.384
9550.4,6803.0,0.6896,0.3329,8858.8,0.4242,51.29,22.622
7159.1,7332.2,0.7605,0.6431,6485.4,0.6033,37.19,26.103
8737.6,5788.7,0.758,0.4581,8635.9,0.6177,45.69,25.037
553.6,7350.9,0.5916,0.2438,3288.2,0.3879,31.49,21.376
3563.3,4698.5,0.8755,0.5296,6157.5,0.5567,34.69,25.017
6372.5,3992.7,0.651,0.5762,8129.4,0.4909,25.7,25.454
203.7,2009.8,0.3769,0.06,8588.6,0.3256,37.63,22.935
2617.1,8394.6,0.5928,0.455,2383.4,0.5073,29.47,21.602
5353.8,4256.6,0.7391,0.631,7337.0,0.5901,28.66,26.95
6344.0,551.4,0.1868,0.0932,11065.2,0.2726,28.87,26.591
5401.7,11775.5,0.7063,0.2582,4104.9,0.4036,62.32,20.891
7226.1,4001.2,0.6467,0.507,8661.6,0.5398,27.65,25.181
10286.4,8338.4,0.5275,0.1803,9048.4,0.5221,59.47,21.866
5384.1,5873.1,0.8334,0.7647,6041.0,0.677,30.56,28.394
6083.9,5.5,0.15,0.0659,11452.0,0.242,27.93,28.013
488.9,11160.5,0.3726,0.1096,1207.7,0.3059,38.02,21.036
8444.8,6639.6,0.7353,0.502,7945.6,0.5814,47.51,25.417
7489.5,9055.5,0.7999,0.422,6161.2,0.4884,52.08,23.488
2230.8,424.3,0.3104,0.0962,10102.2,0.2969,37.1,24.496
4064.1,5503.9,0.8955,0.649,5615.7,0.6054,34.44,26.447
1802.3,9703.0,0.4504,0.2941,852.4,0.4142,37.54,19.865
1372.6,8239.9,0.5738,0.3141,2263.7,0.3777,28.32,21.593
1570.1,4379.8,0.7313,0.2572,6120.6,0.4375,31.89,22.408
9324.7,5721.2,0.764,0.3681,9168.6,0.5142,47.71,24.385
120.4,10619.5,0.4077,0.1044,1384.8,0.3457,46.43,20.265
9847.9,11138.4,0.5935,0.0506,8372.3,0.267,48.92,21.245
11406.4,9881.3,0.3332,0.0496,9925.7,0.3423,54.05,24.138
6836.5,7075.7,0.7676,0.6938,6340.7,0.6244,37.5,26.641
9054.1,7795.1,0.6737,0.3539,8023.7,0.4713,56.47,23.91
9209.1,9891.6,0.683,0.164,7733.1,0.4253,54.37,20.836
887.4,7544.5,0.6053,0.2772,3018.3,0.3735,28.6,21.5
9410.2,5936.9,0.7522,0.3596,9131.9,0.595,49.78,23.254
1229.9,9554.5,0.4637,0.2421,983.4,0.3809,33.59,20.054
2518.4,8263.0,0.6058,0.4494,2457.9,0.5041,29.16,23.04
2150.7,1752.4,0.4624,0.1549,8771.7,0.3531,36.85,21.548
2297.8,1170.6,0.3899,0.1335,9363.5,0.3616,36.88,22.468
3902.4,11625.0,0.4872,0.3028,2652.8,0.3946,56.86,21.368
9911.1,7233.3,0.6349,0.2715,9023.1,0.5066,54.81,22.293
3918.7,11214.5,0.498,0.3439,2522.0,0.421,50.81,20.827
10752.6,11484.0,0.4322,0.0195,9304.8,0.2718,48.38,21.475
4906.5,10952.3,0.6445,0.3702,3436.4,0.5191,57.81,21.947
6862.2,2503.5,0.4332,0.3033,9627.9,0.3478,22.06,22.272
7999.5,3438.9,0.617,0.3387,9597.0,0.424,26.83,22.5
9892.0,10794.9,0.5851,0.0659,8397.1,0.3538,59.41,21.094
600.0,6699.9,0.6221,0.2477,3905.2,0.3782,23.2,21.375
1169.3,9767.6,0.4491,0.2259,803.6,0.3121,30.78,18.834
251.4,4538.0,0.5575,0.1445,6091.3,0.3208,26.86,21.618
5718.8,3642.8,0.6316,0.5481,8051.1,0.5253,30.44,26.125
4901.5,9873.4,0.6487,0.4913,3458.7,0.5253,42.2,23.031
9506.5,11743.6,0.6425,0.0336,8102.5,0.2494,51.22,21.861
7488.8,6121.4,0.7562,0.6462,7418.7,0.7033,39.71,27.282
6685.5,10499.5,0.8551,0.3152,5185.5,0.4568,50.59,22.9
5677.1,8574.9,0.7382,0.6254,4599.4,0.5823,37.67,25.355
8753.0,6943.1,0.7166,0.4449,8078.2,0.5713,48.28,24.129
3682.7,6201.3,0.876,0.6305,4821.1,0.5383,32.32,25.626
11704.4,203.5,0.3796,0.0,14496.5,0.2885,24.91,22.823
4280.4,8359.4,0.6677,0.6204,3509.0,0.6078,29.16,25.361
1754.2,5393.5,0.7901,0.3384,5112.9,0.4521,31.77,23.424
3846.8,11234.5,0.4885,0.3401,2459.1,0.5032,47.54,21.685
8844.7,1888.4,0.4825,0.0617,11318.3,0.2279,22.1,20.648
2115.6,10774.4,0.3849,0.263,674.0,0.4236,42.33,21.365
7028.8,7096.0,0.7635,0.6733,6492.7,0.6406,40.39,27.655
1045.3,1879.3,0.428,0.0952,8632.7,0.3773,39.17,21.917
9048.8,8449.5,0.6693,0.3041,7822.4,0.5236,56.71,22.266
4078.4,2348.0,0.5176,0.3297,8550.0,0.4508,31.72,22.634
7743.2,6884.1,0.7478,0.5963,7214.8,0.6833,43.31,26.05
5638.3,9227.6,0.7322,0.5496,4329.5,0.5881,37.66,23.765
4189.2,3094.3,0.6416,0.4241,7878.8,0.4664,31.62,24.407
6351.0,8512.3,0.7693,0.5982,5242.4,0.6256,43.75,25.345
10467.2,3020.9,0.7423,0.0814,11676.8,0.3384,30.61,21.591
2035.7,6658.3,0.763,0.4179,3878.8,0.4652,27.03,22.828
4617.4,2757.2,0.5558,0.405,8346.8,0.4629,27.38,23.464
11502.1,10396.0,0.3181,0.0333,10002.6,0.3456,49.79,23.51
6550.9,5745.1,0.7743,0.7341,6936.9,0.7109,31.24,28.124
9809.5,8626.8,0.5793,0.2086,8518.0,0.516,54.82,23.781
4473.2,938.8,0.2842,0.1893,10012.8,0.295,32.99,25.75
10733.7,131.6,0.3644,0.0,13883.9,0.2585,21.5,22.568
2636.2,4365.5,0.8271,0.3829,6238.8,0.4697,23.83,23.714
1570.4,1255.3,0.3874,0.101,9245.0,0.2541,39.06,21.768
3010.8,135.0,0.269,0.1054,10474.5,0.2927,41.18,24.661
1364.2,5137.7,0.7386,0.2787,5364.0,0.368,23.43,21.649
1109.0,3820.8,0.6307,0.1802,6690.6,0.2667,28.46,21.82
7137.3,9306.4,0.8163,0.4269,5762.3,0.5449,55.16,23.13
8304.2,2032.1,0.4534,0.1126,10862.9,0.3276,20.44,21.287
7202.3,6315.8,0.7618,0.6812,7072.7,0.6569,42.74,27.86
5701.1,5162.9,0.7955,0.7295,6792.2,0.6245,30.95,28.085
9494.3,452.7,0.3457,0.0,12839.6,0.2333,23.87,23.309
6725.1,7365.6,0.768,0.6844,6093.1,0.6014,43.91,27.525
3780.8,2531.5,0.5647,0.3316,8288.5,0.3562,32.32,22.306
9895.9,4085.0,0.7976,0.2048,10566.1,0.4681,40.43,22.419
8587.7,416.9,0.2782,0.0,12325.0,0.1464,15.19,23.699
89.1,270.6,0.2584,0.0296,10326.3,0.3167,41.18,25.84
2331.5,10068.2,0.4287,0.3277,936.9,0.479,40.1,19.969
4039.8,8473.5,0.6437,0.5948,3249.2,0.5499,35.99,23.654
914.3,1286.0,0.3635,0.0726,9232.6,0.2594,38.22,22.995
838.7,5317.5,0.669,0.2314,5224.6,0.2533,26.17,20.994
10723.1,11608.2,0.4358,0.0168,9289.4,0.2825,53.55,21.576
2787.5,1803.1,0.4734,0.1993,8791.6,0.3801,31.14,22.373
7422.6,1124.6,0.2728,0.0756,11089.4,0.2978,26.87,25.468
3915.7,2801.7,0.6054,0.3705,8068.4,0.4019,30.75,23.593
2552.2,3743.0,0.757,0.3235,6838.4,0.4296,32.19,22.372
5291.9,7933.7,0.7437,0.6944,4578.7,0.6558,35.37,26.427
240.6,11653.3,0.3462,0.0782,1707.7,0.3443,34.31,22.781
9624.4,6831.5,0.6838,0.3219,8914.2,0.4781,55.64,22.395
1162.8,3276.1,0.5861,0.1573,7231.8,0.2833,31.88,20.827
2884.9,7449.9,0.7232,0.5241,3349.8,0.4716,23.93,23.791
9920.5,8684.9,0.5638,0.1943,8613.9,0.4125,56.96,21.925
5578.1,1624.9,0.3179,0.2508,9767.2,0.3045,27.16,24.685
767.5,5246.1,0.6575,0.2211,5304.7,0.397,29.75,21.934
664.3,1425.1,0.362,0.0658,9113.3,0.3166,35.05,22.851
4333.5,5175.9,0.8796,0.6567,6031.2,0.6116,26.42,26.829
2193.3,5323.7,0.836,0.3907,5222.6,0.4919,25.07,23.427
7539.9,7235.5,0.7515,0.6038,6865.6,0.6082,43.39,26.835
8328.8,1672.4,0.4061,0.0702,11160.6,0.3181,19.43,22.001
70.0,10146.6,0.4344,0.1173,1473.0,0.288,33.39,20.066
10694.9,9076.8,0.4472,0.1129,9304.4,0.4982,58.01,21.959
8308.7,9789.9,0.7916,0.2499,6845.7,0.4952,58.48,22.568
11405.3,11914.6,0.331,0.0055,10005.8,0.3027,46.28,23.828
6478.7,9015.7,0.7861,0.5255,5195.3,0.5893,46.47,23.867
7686.4,8379.6,0.7645,0.4799,6539.7,0.5642,49.41,24.115
6383.8,2219.5,0.3865,0.2946,9613.4,0.3405,22.52,24.035
3373.1,4329.1,0.8446,0.4733,6448.9,0.4419,31.28,22.935
7057.3,2575.8,0.4492,0.2981,9678.7,0.4762,24.01,22.659
1658.3,6786.8,0.7213,0.3708,3716.5,0.5662,29.49,21.326
3570.0,7901.4,0.6885,0.5879,3322.3,0.6694,31.99,24.509
3159.3,1042.9,0.36,0.1661,9601.6,0.397,32.45,23.929
9705.9,8445.4,0.5952,0.231,8459.2,0.4218,55.26,21.453
11974.7,4783.8,0.7212,0.0767,11932.9,0.3803,48.86,21.177
2587.6,1349.7,0.4116,0.1584,9214.7,0.2815,33.37,22.611
8416.4,477.3,0.2719,0.0,12177.5,0.2251,24.59,25.351
11944.3,2163.3,0.6212,0.0078,13363.5,0.278,23.22,21.458
11360.9,1931.1,0.6131,0.0039,13063.8,0.1934,24.59,21.356
10214.4,7244.1,0.61,0.2347,9302.7,0.4474,61.64,21.939
6803.5,2340.7,0.4078,0.2824,9731.5,0.3157,24.37,23.536
3136.6,1174.6,0.3776,0.1744,9467.9,0.2898,35.46,23.2
4433.1,9557.8,0.601,0.5199,3080.7,0.6004,45.26,23.532
3070.5,5697.5,0.8885,0.5307,5052.7,0.5348,31.2,24.148
11026.7,10401.9,0.3873,0.0453,9527.2,0.3167,50.15,23.509
4401.2,9529.4,0.5988,0.5217,3059.2,0.5597,49.2,23.483
588.9,10702.2,0.3981,0.1342,933.3,0.3695,34.17,20.669
5085.8,10701.5,0.6725,0.3934,3591.5,0.4614,53.71,21.348
5152.9,3816.7,0.6943,0.5685,7616.4,0.5133,28.94,25.333
10770.4,9659.8,0.4277,0.0829,9308.4,0.3395,50.44,21.295
1765.5,7360.3,0.6777,0.3828,3150.9,0.402,25.56,21.669
6018.3,5527.4,0.7927,0.75,6718.7,0.6673,27.84,28.519
5421.9,11473.9,0.7174,0.2903,4041.0,0.4124,60.85,21.858
3068.3,1068.7,0.3661,0.1641,9560.8,0.3003,36.79,23.396
7184.2,10332.0,0.8669,0.2915,5686.7,0.4476,55.34,22.5
7284.7,10823.4,0.8809,0.2256,5793.7,0.3964,55.95,22.432
3209.3,9152.2,0.532,0.4744,2176.7,0.5436,31.1,22.687
5038.1,244.4,0.1903,0.1212,10848.8,0.2857,31.96,26.953
4834.6,2324.6,0.4665,0.3533,8829.3,0.3902,33.74,23.316
11617.0,1028.4,0.4851,0.0,13858.8,0.1344,25.06,21.331
